date,Cycle,TempAvg
04/04/2021,42786,10.95
04/05/2021,23324,5.75
04/06/2021,17285,4.55
04/07/2021,19189,5.3
04/08/2021,21145,10.25
04/09/2021,24766,11.3
04/10/2021,19910,7.050000000000001
04/11/2021,28242,5.100000000000001
04/12/2021,24892,6
4/13/2021,22691,8.050000000000001
4/14/2021,24222,8.65
4/15/2021,20372,8.25
4/16/2021,27585,8.25
4/17/2021,36174,10.1
4/18/2021,32727,11.8
4/19/2021,26205,13.45
4/20/2021,27526,13.65
4/21/2021,23631,10.55
4/22/2021,25041,10.2
4/23/2021,28198,12.75
4/24/2021,38075,12.85
4/25/2021,26681,10.4
4/26/2021,22746,10
4/27/2021,23614,12.95
4/28/2021,17135,9.800000000000001
4/29/2021,21534,9.65
4/30/2021,23467,9.050000000000001
05/01/2021,24296,9.9
05/02/2021,22058,12
05/03/2021,15689,11.2
05/04/2021,15610,10.85
05/05/2021,15554,8.949999999999999
05/06/2021,18341,9.550000000000001
05/07/2021,20709,11.3
05/08/2021,15710,13.75
05/09/2021,24779,17.1
05/10/2021,19450,13.75
05/11/2021,21395,14.75
05/12/2021,21615,15.1
5/13/2021,16634,11.75
5/14/2021,20940,11.4
5/15/2021,20188,12.85
5/16/2021,12753,12.8
5/17/2021,15612,12.75
5/18/2021,19398,12.8
5/19/2021,20103,13.4
5/20/2021,18306,13.25
5/21/2021,14190,11.8
5/22/2021,21013,11.9
5/23/2021,15912,11.7
5/24/2021,15820,11.65
5/25/2021,20395,12.5
5/26/2021,22100,15
5/27/2021,25436,17.85
5/28/2021,21764,17.4
5/29/2021,34884,17.5
5/30/2021,34380,16.2
5/31/2021,39429,18.95
06/01/2021,27920,22
06/02/2021,27550,24.1
06/03/2021,28495,21.35
06/04/2021,14144,14.9
06/05/2021,36915,19.85
06/06/2021,29893,20.1
06/07/2021,26175,20.1
06/08/2021,27096,20.95
06/09/2021,27769,22.6
06/10/2021,26823,21.55
06/11/2021,27455,22.1
06/12/2021,36498,21.15
6/13/2021,34959,23.75
6/14/2021,27176,24.9
6/15/2021,26753,21.9
6/16/2021,26213,24.15
6/17/2021,18112,19.6
6/18/2021,11812,13.7
6/19/2021,23126,15
6/20/2021,20732,16.45
6/21/2021,13430,13.15
6/22/2021,21369,15.1
6/23/2021,25152,17.95
6/24/2021,24508,18.9
6/25/2021,24365,19.8
6/26/2021,32354,20
6/27/2021,21437,18.85
6/28/2021,18985,18.35
6/29/2021,19149,16.7
6/30/2021,21927,16.2
07/01/2021,22907,18.7
07/02/2021,25789,20.85
07/03/2021,25567,19.7
07/04/2021,21873,18.6
07/05/2021,18156,17.65
07/06/2021,13779,16.8
07/07/2021,21434,18.6
07/08/2021,20924,19.1
07/09/2021,23882,20.4
07/10/2021,25746,16.1
07/11/2021,27874,18.55
07/12/2021,15534,18.95
7/13/2021,22052,20.4
7/14/2021,23264,21.55
7/15/2021,21393,19.15
7/16/2021,26125,22.2
7/17/2021,33343,24.7
7/18/2021,31093,26.25
7/19/2021,22590,26.4
7/20/2021,22518,27.35
7/21/2021,24934,26.5
7/22/2021,25508,25.2
7/23/2021,26529,20.95
7/24/2021,23582,20
7/25/2021,12637,19.55
7/26/2021,21150,21.6
7/27/2021,20893,19.95
7/28/2021,14843,17.95
7/29/2021,22942,19.2
7/30/2021,16818,17.15
7/31/2021,22552,17.6
08/01/2021,25710,19.05
08/02/2021,25338,17.4
08/03/2021,25052,19.65
08/04/2021,28514,20.15
08/05/2021,21077,18.8
08/06/2021,19244,18.7
08/07/2021,17398,17.8
08/08/2021,18805,17.25
08/09/2021,15976,18.35
08/10/2021,26402,20
08/11/2021,27848,20.55
08/12/2021,25700,19.45
8/13/2021,24085,19.75
8/14/2021,31560,21.35
8/15/2021,28533,20.5
8/16/2021,24616,16.15
8/17/2021,21778,17.1
8/18/2021,25134,20.3
8/19/2021,24856,18.45
8/20/2021,24235,19.8
8/21/2021,23186,18.5
8/22/2021,25197,20.2
8/23/2021,26298,18.9
8/24/2021,25666,19.9
8/25/2021,26290,19.05
8/26/2021,24301,17.1
8/27/2021,24779,17
8/28/2021,27231,17.05
8/29/2021,27639,17.15
8/30/2021,24211,16.35
8/31/2021,22337,16.75
09/01/2021,23852,16.95
09/02/2021,24595,17.75
09/03/2021,26269,18.95
09/04/2021,29696,17.55
09/05/2021,36944,21.9
09/06/2021,28927,23.15
09/07/2021,30403,24.8
09/08/2021,29180,24.4
09/09/2021,25862,20.8
09/10/2021,24957,19.45
09/11/2021,33075,19.35
09/12/2021,33519,18.4
9/13/2021,26798,18.65
9/14/2021,14838,18.7
9/15/2021,26451,17.6
9/16/2021,27411,19.75
9/17/2021,27658,17.45
9/18/2021,37022,20.15
9/19/2021,25282,17.95
9/20/2021,26297,17.4
9/21/2021,29010,17.25
9/22/2021,29419,17.85
9/23/2021,27088,18.2
9/24/2021,30795,19.85
9/25/2021,34981,15.9
9/26/2021,36967,19.2
9/27/2021,22431,14.8
9/28/2021,21091,15.75
9/29/2021,25409,11.65
9/30/2021,21536,14.25
10/01/2021,24768,13.35
10/02/2021,15663,14.2
10/03/2021,33012,14.4
10/04/2021,23389,14.1
10/05/2021,23863,13.2
10/06/2021,28600,13.4
10/07/2021,26352,15.75
10/08/2021,27139,16.05
10/09/2021,42308,14.85
10/10/2021,35812,14.25
10/11/2021,27667,12.35
10/12/2021,26257,13.05
10/13/2021,28168,13.1
10/14/2021,27909,15.65
10/15/2021,27652,12.55
10/16/2021,31434,13.45
10/17/2021,33898,13.05
10/18/2021,23203,14.9
10/19/2021,24440,18.8
10/20/2021,24012,15.05
10/21/2021,24617,8.35
10/22/2021,25549,11.5
10/23/2021,34040,12.05
10/24/2021,34325,13.5
10/25/2021,25619,12.25
10/26/2021,26202,14.25
10/27/2021,27721,16.1
10/28/2021,27819,13.7
10/29/2021,22271,11.95
10/30/2021,31980,11.1
10/31/2021,26535,13.1
11/01/2021,28965,9.4
11/02/2021,28745,7.9
11/03/2021,27167,6.8
11/04/2021,26277,7.1
11/05/2021,27300,6.8
11/06/2021,39114,11.25
11/07/2021,37821,8.5
11/08/2021,27231,8.350000000000001
11/09/2021,28945,13.8
11/10/2021,23768,12.45
11/11/2021,28135,12.5
11/12/2021,24563,13.5
11/13/2021,41075,12.1
11/14/2021,36331,12.3
11/15/2021,27608,10.6
11/16/2021,27966,8.049999999999999
11/17/2021,28274,8.6
11/18/2021,28491,11
11/19/2021,28701,11.5
11/20/2021,39859,9.9
11/21/2021,33569,6.45
11/22/2021,26185,7.449999999999999
11/23/2021,27583,6.05
11/24/2021,26191,5.35
11/25/2021,25697,3.9
11/26/2021,26049,6.35
11/27/2021,20041,4.45
11/28/2021,25821,2.1
11/29/2021,22249,0.5
11/30/2021,25853,10.95
12/01/2021,31136,7.6
12/02/2021,34166,2.05
12/03/2021,34489,7.699999999999999
12/04/2021,43739,6.5
12/05/2021,28300,6.15
12/06/2021,28034,5
12/07/2021,25997,6.1
12/08/2021,31843,7.399999999999999
12/09/2021,32963,6.15
12/10/2021,33800,5.6
12/11/2021,34242,5.5
12/12/2021,39076,12.95
12/13/2021,30108,10.75
12/14/2021,31057,11.8
12/15/2021,30108,12.4
12/16/2021,30561,10.7
12/17/2021,29507,8.4
12/18/2021,40492,8.5
12/19/2021,30081,4.4
12/20/2021,23305,6.8
12/21/2021,21003,3.15
12/22/2021,18352,1.65
12/23/2021,18728,9.15
12/24/2021,12170,8.800000000000001
12/25/2021,23821,6.9
12/26/2021,14395,8.100000000000001
12/27/2021,10998,9.699999999999999
12/28/2021,15567,10.4
12/29/2021,16619,12.65
12/30/2021,22107,14.15
12/31/2021,25994,13.85
01/01/2022,32649,14.4
01/02/2022,27681,10.95
01/03/2022,19865,9.65
01/04/2022,15071,4.45
01/05/2022,20635,3.45
01/06/2022,17944,1.6
01/07/2022,20355,3.8
01/08/2022,17423,8.050000000000001
01/09/2022,36186,4.45
01/10/2022,22995,5.949999999999999
01/11/2022,21008,9.550000000000001
01/12/2022,26387,5
1/13/2022,26363,5.25
1/14/2022,26862,4.45
1/15/2022,37654,3.6
1/16/2022,39995,6.95
1/17/2022,26728,5.15
1/18/2022,26529,2.3
1/19/2022,27809,7
1/20/2022,27166,3.95
1/21/2022,25941,.7499999999999998
1/22/2022,39981,5.6
1/23/2022,39252,5.4
1/24/2022,26105,4.25
1/25/2022,26718,2.5
1/26/2022,29289,6.45
1/27/2022,29649,7.35
1/28/2022,28992,5.45
1/29/2022,45789,10.55
1/30/2022,45392,4
1/31/2022,27863,6.2
02/01/2022,29126,11.7
02/02/2022,29689,9.65
02/03/2022,29718,8.949999999999999
02/04/2022,23504,6
02/05/2022,38518,6.800000000000001
02/06/2022,31941,9.9
02/07/2022,28142,6.6
02/08/2022,29059,11.45
02/09/2022,29193,11.8
02/10/2022,29751,6.199999999999999
02/11/2022,28737,5.6
02/12/2022,38023,7.2
2/13/2022,20353,8.800000000000001
2/14/2022,23812,7.449999999999999
2/15/2022,19947,8.649999999999999
2/16/2022,23398,14.05
2/17/2022,27122,10.5
2/18/2022,14004,7.6
2/19/2022,22309,7.65
2/20/2022,23547,9.949999999999999
2/21/2022,22822,9.15
2/22/2022,26953,9.050000000000001
2/23/2022,28970,8.6
2/24/2022,23029,5.85
2/25/2022,30188,6.05
2/26/2022,44694,7.699999999999999
2/27/2022,45146,7.95
2/28/2022,26323,10.8
03/01/2022,30850,8.050000000000001
03/02/2022,23821,7.4
03/03/2022,47269,10.85
03/04/2022,27670,7.25
03/05/2022,25532,6.5
03/06/2022,31193,6.75
03/07/2022,24854,5.5
03/08/2022,27976,9.5
03/09/2022,29109,11.4
03/10/2022,30992,13.95
03/11/2022,22535,10.7
03/12/2022,36585,10.8
3/13/2022,29051,9.800000000000001
3/14/2022,27396,9.15
3/15/2022,30105,12.5
3/16/2022,19930,9.4
3/17/2022,31082,10.05
3/18/2022,33454,13.15
3/19/2022,41427,11.7
3/20/2022,40065,8.35
3/21/2022,29848,12.45
3/22/2022,32359,15.3
3/23/2022,34677,14.25
3/24/2022,33787,14.6
3/25/2022,35953,13.2
3/26/2022,53408,14.95
3/27/2022,36494,10.25
3/28/2022,28736,12.05
3/29/2022,26637,10.15
3/30/2022,26193,7.9
3/31/2022,22781,5.45
04/01/2022,20117,6.300000000000001
04/02/2022,21491,5.100000000000001
04/03/2022,22621,7.05
04/04/2022,17785,10.9
04/05/2022,23846,12.7
04/06/2022,19150,12.05
04/07/2022,22038,10.8
04/08/2022,22749,9
04/09/2022,27186,9.149999999999999
04/10/2022,28108,10.35
04/11/2022,27979,15.15
04/12/2022,26375,15.75
4/13/2022,27978,16.15
4/14/2022,28993,15.55
4/15/2022,34446,17.95
4/16/2022,34744,15.35
4/17/2022,32303,14.55
4/18/2022,29967,13.05
4/19/2022,24986,14.6
4/20/2022,31195,14.95
4/21/2022,30805,15.4
4/22/2022,26724,13.95
4/23/2022,30428,15.2
4/24/2022,33598,15.1
4/25/2022,26764,11.25
4/26/2022,28507,13.55
4/27/2022,27141,9.949999999999999
4/28/2022,27822,11.9
4/29/2022,25371,10.15
4/30/2022,34779,14.45
05/01/2022,20619,12.4
05/02/2022,26012,14.85
05/03/2022,25391,13.15
05/04/2022,22651,15.4
05/05/2022,27549,16
05/06/2022,26637,18.8
05/07/2022,28094,15.95
05/08/2022,30733,15.2
05/09/2022,27079,19.4
05/10/2022,26516,17.65
05/11/2022,20757,13.1
05/12/2022,26569,15.7
5/13/2022,26199,16.95
5/14/2022,36354,18.55
5/15/2022,15870,17.1
5/16/2022,26236,18
5/17/2022,30677,22.45
5/18/2022,29003,19.9
5/19/2022,28419,18.9
5/20/2022,19909,15.15
5/21/2022,31152,16.3
5/22/2022,31705,18.65
5/23/2022,24980,16.3
5/24/2022,22304,15.15
5/25/2022,24528,16.5
5/26/2022,26200,17.75
5/27/2022,28069,17.45
5/28/2022,28271,15.9
5/29/2022,26547,14
5/30/2022,21439,12
5/31/2022,20070,12.75
06/01/2022,21839,15.4
06/02/2022,26311,18.1
06/03/2022,24254,20.4
06/04/2022,21688,16.65
06/05/2022,16169,13.85
06/06/2022,27662,15.9
06/07/2022,24236,18.8
06/08/2022,23530,19.3
06/09/2022,23241,18.1
06/10/2022,24649,19.55
06/11/2022,28641,20.3
06/12/2022,28092,19.8
6/13/2022,26020,17.05
6/14/2022,27005,20.4
6/15/2022,27247,23.3
6/16/2022,27758,24.9
6/17/2022,29422,28.25
6/18/2022,22000,19
6/19/2022,22149,17.35
6/20/2022,27394,19.5
6/21/2022,37967,22.2
6/22/2022,31103,23.25
6/23/2022,25343,21.3
6/24/2022,25743,20.1
6/25/2022,29568,18.1
6/26/2022,29438,18.9
6/27/2022,23680,17
6/28/2022,26022,19.3
6/29/2022,23781,18.5
6/30/2022,24059,16.55
07/01/2022,24158,18.85
07/02/2022,26097,18.75
07/03/2022,24900,20.45
07/04/2022,24039,20.3
07/05/2022,24498,21.15
07/06/2022,24534,22.95
07/07/2022,24364,22.55
07/08/2022,26167,26.55
07/09/2022,29000,25.05
07/10/2022,28374,26.05
07/11/2022,24362,27.8
07/12/2022,24655,28.65
7/13/2022,25225,25.95
7/14/2022,24475,22.1
7/15/2022,26313,23.3
7/16/2022,29719,25.05
7/17/2022,26197,25.4
7/18/2022,22100,30.5
7/19/2022,20183,30.8
7/20/2022,22700,23.8
7/21/2022,21887,21.7
7/22/2022,23040,20.8
7/23/2022,26715,23.55
7/24/2022,25779,24.85
7/25/2022,21694,21.55
7/26/2022,22574,20.05
7/27/2022,21180,19.8
7/28/2022,22751,21
7/29/2022,24267,23.9
7/30/2022,26268,24.55
7/31/2022,23109,24.2
08/01/2022,28070,24.2
08/02/2022,27477,23.9
08/03/2022,27204,24.2
08/04/2022,27225,22.3
08/05/2022,25947,20.65
08/06/2022,29243,20.75
08/07/2022,29016,23.25
08/08/2022,29564,24.6
08/09/2022,27790,24.5
08/10/2022,27673,25.5
08/11/2022,27137,28.1
08/12/2022,25135,28.75
8/13/2022,28262,29.45
8/14/2022,27489,28.5
8/15/2022,26796,25.5
8/16/2022,22750,20.3
8/17/2022,19935,22.15
8/18/2022,25808,23.7
8/19/2022,41930,21.9
8/20/2022,32193,21.85
8/21/2022,28585,21.6
8/22/2022,27011,20.9
8/23/2022,25938,23.8
8/24/2022,26658,24.65
8/25/2022,15540,20
8/26/2022,22920,21.5
8/27/2022,24809,21.6
8/28/2022,25828,21.2
8/29/2022,24294,19.95
8/30/2022,23042,20.95
8/31/2022,24822,21.1
09/01/2022,23032,21.7
09/02/2022,23188,22.3
09/03/2022,26399,20.6
09/04/2022,26732,22.3
09/05/2022,23913,21.7
09/06/2022,21444,18.55
09/07/2022,22392,18.9
09/08/2022,16912,17.8
09/09/2022,19453,17.95
09/10/2022,20331,18.5
09/11/2022,20587,19.95
09/12/2022,15155,23
9/13/2022,14338,17.4
9/14/2022,18688,19
9/15/2022,17770,17.45
9/16/2022,17030,13.95
9/17/2022,17236,13.15
9/18/2022,18007,15.6
9/19/2022,15571,15.9
9/20/2022,18521,15.75
9/21/2022,19102,18.3
9/22/2022,19075,17.7
9/23/2022,15942,16.95
9/24/2022,17520,15.9
9/25/2022,16858,13.75
9/26/2022,15064,13.55
9/27/2022,16021,12.05
9/28/2022,18055,10.6
9/29/2022,17215,12.25
9/30/2022,11945,13.45
10/01/2022,22887,17.15
10/02/2022,21103,13.95
10/03/2022,20874,14.8
10/04/2022,20610,17
10/05/2022,18475,15.4
10/06/2022,21794,15.75
10/07/2022,19535,15.65
10/08/2022,26347,12.1
10/09/2022,24167,13.4
10/10/2022,18921,11.4
10/11/2022,21725,11.05
10/12/2022,19059,14
10/13/2022,20757,13.95
10/14/2022,19481,13.3
10/15/2022,22129,14.85
10/16/2022,21425,15.65
10/17/2022,20234,14.65
10/18/2022,21139,14.35
10/19/2022,21371,15.95
10/20/2022,16692,13.1
10/21/2022,17471,16.85
10/22/2022,23500,15.95
10/23/2022,13737,15.65
10/24/2022,19486,15.2
10/25/2022,20591,15.85
10/26/2022,21523,16.5
10/27/2022,21089,17.55
10/28/2022,20889,14.65
10/29/2022,25157,18.85
10/30/2022,19700,14.05
10/31/2022,19167,15.3
11/01/2022,19692,12.85
11/02/2022,21109,13.4
11/03/2022,17105,8.9
11/04/2022,21490,8.9
11/05/2022,18050,10.85
11/06/2022,15066,11.85
11/07/2022,18297,14
11/08/2022,19621,13.6
11/09/2022,21830,12.4
11/10/2022,33788,14.1
11/11/2022,24261,13.45
11/12/2022,30537,14.05
11/13/2022,25884,11.75
11/14/2022,23070,12.1
11/15/2022,17735,11.55
11/16/2022,15167,11.05
11/17/2022,17935,10.3
11/18/2022,21019,10.55
11/19/2022,25001,7.55
11/20/2022,20047,8.949999999999999
11/21/2022,16902,7.699999999999999
11/22/2022,21660,7.15
11/23/2022,18577,11.15
11/24/2022,19007,10.45
11/25/2022,21333,9.550000000000001
11/26/2022,24890,10.8
11/27/2022,15752,11.5
11/28/2022,20537,7.65
11/29/2022,21390,6.5
11/30/2022,21346,6.35
12/01/2022,30230,7.25
12/02/2022,27172,6.4
12/03/2022,29197,6.699999999999999
12/04/2022,24454,5.15
12/05/2022,27017,7.05
12/06/2022,28020,4.8
12/07/2022,25516,2.3
12/08/2022,25010,.3500000000000001
12/09/2022,24783,.4500000000000002
12/10/2022,25602,.3999999999999999
12/11/2022,16581,-1.35
12/12/2022,15442,0.15
12/13/2022,17894,0.1
12/14/2022,17216,-0.2
12/15/2022,18910,-2.3
12/16/2022,17949,-1.15
12/17/2022,19839,0.05
12/18/2022,9848,4.45
